rating,problem_rating,submissions,volatility,success_rate,new_rating
2676,3088,3,182,0.57,2627
3112,1941,9,198,0.53,3098
797,1426,1,170,0.47,775
1492,1078,9,87,0.34,1275
2163,1290,10,100,0.13,1827
2925,2645,4,90,0.71,2942
1315,2616,10,200,0.2,915
2737,533,10,152,0.46,2619
3731,2473,3,143,0.38,3781
1177,981,1,172,0.91,1302
1409,1996,7,67,0.81,1345
1083,3225,1,88,0.68,1067
2627,2571,1,60,0.07,2615
894,687,7,180,0.4,822
2351,1277,3,88,0.07,2299
1802,2590,6,142,0.9,1774
3158,3014,9,182,0.9,3240
2424,3821,10,200,0.06,1954
3202,3743,7,74,0.83,3146
2820,1937,8,197,0.26,2720
2160,3143,9,143,0.44,1908
1068,1535,6,186,0.89,1047
2807,1910,6,176,0.67,2883
3649,537,7,130,0.53,3614
1849,2747,2,111,0.74,1824
1347,2602,5,195,0.57,1240
2630,799,3,176,0.14,2677
1632,1789,9,101,0.61,1486
730,2550,2,55,0.33,663
504,1502,10,165,0.54,275
716,835,2,179,0.71,747
1553,3815,5,180,0.02,1308
1896,2459,1,144,0.79,1891
2652,2105,4,79,0.79,2686
3020,2379,10,64,0.09,2627
2461,1961,7,129,0.15,2286
2746,3130,7,172,0.58,2616
1764,1003,1,97,0.68,1844
2314,2100,3,122,0.1,2273
3289,1763,4,144,0.49,3331
2729,1396,1,82,0.6,2791
1442,1872,4,177,0.3,1316
3040,1907,8,140,0.4,2940
1916,2275,3,171,0.18,1812
1226,2780,8,155,0.6,1066
1153,2159,4,65,0.65,1083
3356,552,6,112,0.85,3423
3260,2386,9,152,0.84,3339
3819,3501,10,141,0.77,3826
3870,753,8,185,0.52,3863
865,1000,10,132,1.0,907
3317,3797,10,182,0.16,2908
672,1417,3,195,0.23,559
1736,3902,10,193,0.68,1576
3002,1751,4,141,0.32,3007
3233,3935,7,150,0.75,3148
882,3633,8,179,0.77,790
3131,1941,3,172,0.98,3300
1000,2426,5,190,0.6,900
3383,3081,10,142,0.17,3089
3059,3772,9,122,0.97,3047
3218,1829,5,157,0.47,3242
1389,1699,4,200,0.15,1248
2165,3667,3,160,0.53,2095
837,1160,9,181,0.03,425
2045,1145,5,80,0.31,1952
2965,3943,2,51,0.55,2920
3072,2362,2,73,0.67,3111
3463,3772,6,51,0.26,3248
3673,733,9,88,0.67,3612
3620,1918,4,82,0.97,3696
865,3789,6,50,0.74,787
645,680,10,184,0.05,253
1629,1514,9,154,0.63,1564
3319,2050,8,99,0.28,3130
2734,3543,2,118,0.42,2677
1616,3764,2,103,0.11,1527
981,757,7,197,0.68,1023
1722,2891,7,118,0.27,1467
2511,1909,7,51,0.25,2298
3864,3028,9,140,0.35,3710
614,1661,5,141,0.45,477
3128,3357,2,174,0.25,3090
2977,1142,8,127,0.94,3080
1189,3078,9,194,0.05,762
2242,2719,9,148,0.89,2201
2955,1244,1,87,0.06,2995
2511,1258,3,157,0.61,2609
2179,636,1,167,0.21,2306
3088,3211,8,73,0.33,2844
3690,1609,8,114,0.94,3780
3700,607,5,67,1.0,3767
2027,540,9,70,0.49,1867
1168,3273,4,141,0.44,1056
2067,3177,5,128,0.42,1922
2950,1985,5,93,0.84,3003
1949,717,8,180,0.65,1989
3961,903,9,103,0.21,3708
3419,2265,6,125,0.57,3415
2917,2221,2,152,0.73,3039
1481,3853,6,100,0.64,1373
538,3727,2,176,0.55,493
2731,3573,4,155,0.78,2688
2365,713,4,142,0.33,2373
1677,848,10,52,0.57,1514
1726,1843,10,60,0.43,1461
3461,2130,8,54,0.14,3171
2465,1499,4,187,0.83,2617
994,3806,6,198,0.36,802
1957,3857,9,168,0.37,1674
1426,3109,3,192,0.44,1342
1974,2900,6,57,0.65,1869
2376,2836,10,72,0.8,2281
974,2472,2,79,0.97,971
657,3161,7,184,0.07,332
1374,3951,6,57,0.98,1368
3494,2555,1,95,0.05,3541
3944,2308,4,121,0.27,3919
1796,1098,2,66,0.41,1802
1283,2641,6,176,0.93,1262
2998,1584,2,93,0.27,3018
1301,3409,7,64,0.62,1168
2910,700,10,167,0.77,2962
3551,2130,3,131,0.53,3611
1955,1470,5,80,0.69,1953
1126,3282,3,189,0.56,1060
905,888,10,174,0.86,926
2022,3013,5,109,0.22,1827
1262,944,1,165,0.58,1383
3591,1714,10,87,0.37,3363
2242,1504,3,78,0.84,2295
2719,3664,9,127,0.41,2454
3002,2972,3,92,0.85,3029
3026,1421,3,112,0.93,3127
3393,2687,10,53,0.28,3085
3264,2510,2,144,0.39,3345
527,3874,6,154,0.59,404
549,3860,5,52,0.17,342
2519,1150,3,128,0.53,2576
752,2365,5,142,0.94,737
3824,3601,6,159,0.79,3886
820,770,7,84,0.79,795
1543,2927,2,93,0.12,1455
775,2005,3,67,0.47,696
2660,2183,7,106,0.61,2623
3136,2303,2,115,0.44,3194
727,2766,5,62,0.5,602
1956,1564,5,73,0.88,1992
933,1651,3,88,0.59,873
2357,3111,8,138,0.39,2115
3903,3958,10,110,1.0,3949
1579,1571,1,62,0.49,1585
3641,2142,7,153,0.94,3773
511,3757,6,119,0.8,451
2440,2649,5,118,0.99,2465
3480,1823,4,79,0.7,3499
3717,3192,9,71,0.27,3456
1131,1116,1,179,0.82,1215
3576,1982,8,65,0.34,3377
1580,1481,2,107,0.73,1621
2430,805,9,189,0.21,2263
2525,1585,9,57,0.5,2357
809,3092,9,77,0.43,553
2849,3398,3,52,0.93,2841
1615,1084,2,190,0.6,1756
2081,2596,9,171,0.17,1716
2064,644,10,151,0.23,1830
2498,1127,2,160,0.47,2605
1047,2158,9,124,0.97,1034
640,3974,7,188,0.9,605
2647,2028,1,167,0.96,2807
1896,1135,7,67,0.28,1710
777,1391,1,131,0.93,777
2734,1036,10,170,0.82,2814
1519,2471,4,194,0.68,1456
2628,1344,5,125,0.3,2578
573,2216,6,146,0.49,420
2231,2905,2,188,0.25,2160
1016,3074,2,200,0.5,966
1477,1750,6,106,0.14,1237
1863,3648,5,172,0.21,1666
3652,1952,4,104,0.05,3566
3607,779,9,188,0.17,3421
2419,3158,5,104,0.41,2273
2265,3789,6,135,0.67,2166
1249,3469,2,50,0.08,1157
1654,985,2,176,1.0,1826
3283,3008,4,60,0.41,3215
1162,2479,3,78,0.23,1047
2682,1573,6,121,0.34,2605
2597,895,5,97,0.53,2576
2603,3874,7,193,0.77,2523
785,3413,10,194,0.39,480
3808,3856,1,168,0.4,3850
3499,1221,7,118,0.08,3295
982,2065,6,146,0.76,910
1219,3083,2,154,0.54,1173
1638,3866,6,167,0.46,1476
2004,3934,7,105,0.43,1805
3946,3135,8,184,0.72,4016
505,2647,8,141,0.05,125
854,2282,5,64,0.67,772
2802,1104,7,106,0.31,2666
545,2787,8,60,0.75,445
3102,586,8,151,0.86,3197
3491,3471,9,134,0.61,3386
2763,834,6,103,0.73,2785
1615,1572,1,127,0.72,1672
1160,2949,10,162,0.85,1085
1918,1080,4,110,0.89,2005
1362,2360,3,90,0.71,1319
2308,1567,4,135,0.15,2271
2200,2969,5,78,0.91,2178
895,1713,5,110,0.61,798
643,1846,3,183,0.63,588
1866,1113,7,133,0.24,1731
2903,655,3,148,0.59,2989
1960,3564,7,196,0.98,1953
1385,1316,8,198,0.06,1127
3204,1873,5,122,0.11,3103
1007,3632,9,75,0.96,989
818,1050,10,144,0.73,713
2606,1778,5,59,0.02,2420
2700,950,10,100,0.73,2665
3234,3902,5,172,0.69,3160
1000,2826,6,133,0.7,910
2442,1320,8,108,0.83,2482
2040,3232,1,143,0.6,2020
3040,3829,10,149,0.45,2767
2374,2416,7,157,0.15,2146
3635,2560,5,61,0.58,3591
2109,1332,9,156,0.97,2250
3706,1251,7,191,0.6,3757
3543,3741,4,142,0.5,3477
3579,752,5,81,0.24,3470
1416,2306,8,121,0.54,1233
3144,2240,3,68,0.4,3122
1135,3560,1,98,0.66,1118
2462,2209,7,91,0.5,2361
2033,2683,9,114,0.59,1851
2401,1643,6,58,0.86,2416
1759,746,2,194,0.74,1926
2168,2692,7,199,0.63,2048
1885,1611,8,103,0.32,1698
3997,3254,5,154,0.17,3941
1496,3852,8,62,0.09,1132
1601,1155,4,188,0.12,1600
2827,612,8,63,0.13,2542
1405,2347,8,77,0.07,1033
1279,3469,4,184,0.05,1089
1531,1656,9,89,0.17,1187
1970,1683,8,139,0.41,1851
2993,1100,10,136,0.13,2694
2453,513,6,198,0.14,2393
677,1514,5,124,0.15,465
774,2074,10,198,0.21,379
2020,3326,4,139,0.99,2018
2951,3439,6,96,0.08,2680
1021,1212,9,112,0.46,806
2950,2083,9,161,0.86,3047
1203,2450,4,105,0.7,1143
2107,2317,5,91,0.84,2088
3190,1790,9,74,0.55,3061
3708,2299,9,181,0.89,3839
823,1027,10,51,0.87,770
2650,1463,4,163,0.62,2737
2826,1142,1,174,0.54,2977
530,2291,2,130,0.61,491
1815,2800,8,88,0.81,1739
1838,1314,5,79,0.24,1723
607,2161,4,136,0.21,449
3214,1105,10,72,0.32,2946
3982,1006,7,142,0.76,4040
2975,1342,7,193,0.22,2895
3510,3216,10,72,0.83,3486
861,682,7,190,0.24,735
3263,2587,8,66,0.42,3096
3055,1297,10,52,0.35,2782
2051,2784,6,180,0.03,1763
834,2258,7,90,0.55,677
3330,2323,6,168,0.87,3458
2673,3895,5,193,0.76,2613
1082,1399,1,196,0.84,1101
1281,2844,1,66,0.04,1233
2283,595,7,181,0.25,2201
1132,3990,2,68,0.56,1088
1472,3906,4,170,0.98,1468
2570,2494,8,78,0.75,2517
789,853,7,85,0.45,631
1186,3698,8,194,0.0,786
2962,2923,10,50,0.72,2850
2543,2633,7,136,0.69,2485
2263,2291,6,73,0.27,2078
1248,2508,2,89,0.36,1184
614,2118,1,197,0.23,576
2568,1211,6,166,0.0,2434
2057,1748,6,192,0.4,2041
1663,3226,8,197,0.43,1435
2330,1687,1,130,0.63,2438
2828,524,3,166,0.71,2950
3263,3700,9,177,0.45,3029
2524,3818,9,164,0.65,2367
1568,675,4,165,0.82,1696
2296,2350,7,78,0.36,2105
1575,627,4,106,0.78,1637
2266,2918,2,113,0.83,2252
864,1651,4,56,0.09,683
3200,3422,1,96,0.43,3192
3917,634,10,162,0.69,3924
1578,1454,7,145,0.93,1651
2515,2850,2,174,0.58,2495
2152,2209,4,165,0.37,2095
1479,1396,3,75,0.01,1377
3908,3551,1,102,0.96,3996
2206,3970,5,195,0.59,2104
3472,1032,4,56,0.53,3434
2184,1992,2,104,0.86,2248
2855,709,2,173,0.6,2988
3644,2485,7,58,0.58,3555
2321,2370,8,190,0.4,2163
2633,1016,2,168,0.19,2720
2943,3752,6,168,0.87,2906
1381,1337,7,88,0.53,1266
1997,2536,3,156,0.77,1969
1621,2209,5,147,0.24,1436
2500,3802,6,127,0.89,2467
2483,978,9,151,0.84,2562
3571,3920,3,138,0.35,3490
1412,3361,6,116,0.92,1388
872,1546,3,126,0.4,785
596,1288,9,184,0.72,473
1062,3594,6,151,0.74,984
3201,1439,2,176,0.99,3376
3660,1346,5,109,0.93,3751
3790,3665,1,61,0.1,3786
2162,2927,7,168,0.29,1916
2616,1122,6,200,0.41,2639
681,2366,5,71,0.4,531
2105,1048,10,147,0.76,2132
721,705,1,80,0.02,714
3570,1990,3,176,0.2,3626
3467,3626,4,163,0.75,3464
2146,875,5,189,1.0,2335
1921,2816,8,187,0.81,1846
3438,3429,2,82,0.41,3421
2653,2890,2,108,0.82,2657
1934,3898,6,79,0.72,1850
3956,1276,4,93,0.36,3921
1701,612,7,124,0.82,1762
3519,1692,10,156,0.96,3655
1719,2514,8,182,0.77,1629
3551,1910,5,168,0.2,3519
981,2652,6,121,0.07,702
727,1868,7,91,0.79,654
2780,2010,7,83,0.02,2519
3023,3871,1,55,0.05,2976
3338,3161,1,93,0.03,3358
2623,3920,1,170,0.9,2618
2343,742,5,89,0.55,2319
1550,1929,9,74,0.87,1499
1201,882,8,184,0.03,972
3671,1396,2,88,0.48,3707
2954,3288,3,165,0.37,2881
2404,977,6,184,0.87,2549
2113,531,6,138,0.57,2122
3060,3403,3,157,0.2,2959
2220,1561,9,61,0.48,2046
1813,3535,8,85,0.34,1549
2714,667,4,154,0.56,2780
1232,935,2,141,0.05,1256
3177,1047,3,136,0.34,3214
2765,3342,2,134,0.94,2764
2094,2108,6,167,0.67,2075
1715,2440,7,177,0.26,1459
2280,3256,10,188,0.53,2046
1447,1758,6,92,0.14,1202
2051,878,6,200,0.88,2215
1977,3402,8,107,0.04,1593
834,2700,6,146,0.33,633
2633,2282,3,190,0.37,2706
1130,1343,5,187,0.24,982
1123,2745,8,198,0.77,1031
2580,3459,10,105,0.82,2491
2758,3309,9,157,0.64,2602
2952,3001,7,90,0.2,2711
2907,1482,9,169,0.69,2936
3464,3802,10,81,0.97,3459
2800,3545,1,185,0.18,2762
1622,2113,5,70,0.22,1431
2215,686,3,54,0.66,2218
1471,2235,1,192,0.09,1428
2707,3200,10,107,0.11,2268
1198,1080,10,94,0.72,1120
978,1983,7,50,0.21,702
3870,1416,4,62,0.56,3844
4000,1960,2,140,0.14,4054
3313,2078,6,94,0.95,3392
3385,1331,9,186,0.56,3373
3715,3010,9,135,0.88,3794
2266,3914,8,60,0.47,2054
2644,3100,4,173,0.11,2478
1603,3361,5,155,0.44,1463
3038,1540,5,118,0.8,3106
1661,1043,7,147,0.48,1622
2647,1082,9,89,0.65,2578
736,2328,4,179,0.74,684
2324,977,9,75,0.38,2120
619,2508,10,135,0.98,609
1707,985,10,58,0.62,1574
3887,1926,5,121,0.5,3883
1735,2796,5,168,0.09,1508
3267,1279,8,180,0.69,3323
537,2154,6,99,0.75,462
2410,1676,3,131,0.26,2428
3823,3976,6,190,0.72,3795
1984,693,9,103,0.61,1911
1120,3613,7,120,0.0,770
1082,1991,7,162,0.39,869
1667,3807,6,122,0.69,1574
1066,3965,8,52,0.81,990
3900,2022,1,136,0.37,4004
2846,3549,8,183,0.67,2717
546,2772,7,70,0.04,210
3829,1009,10,126,0.39,3650
3438,2037,8,100,0.71,3422
2737,729,5,164,0.09,2673
3850,3821,6,57,0.77,3812
1744,1195,6,121,0.64,1752
2868,1023,1,103,0.45,2943
3256,2144,8,154,0.18,3082
2038,2709,1,98,0.67,2024
1208,1672,6,91,0.43,1043
1827,3102,4,126,0.63,1753
1832,2554,2,69,0.12,1745
3768,3473,3,92,0.61,3787
1587,1936,2,55,0.4,1534
1401,928,8,96,0.14,1147
3112,1920,8,150,0.1,2902
3015,3866,4,196,0.6,2936
3658,655,5,75,0.22,3538
2757,2773,4,191,0.84,2816
2931,2827,5,107,0.4,2850
1178,1146,9,127,0.05,820
2501,1545,6,173,0.59,2550
2424,954,4,94,0.25,2368
3946,3215,6,69,0.39,3831
1297,3795,3,100,0.23,1182
2311,1904,7,73,0.9,2343
1194,2910,5,198,0.53,1077
3955,1675,8,65,0.89,3976
2048,855,5,116,0.69,2086
1562,1269,4,112,0.89,1635
2904,650,8,52,0.77,2864
2007,3277,1,58,0.11,1963
2162,2160,1,160,0.99,2242
1657,1982,5,82,0.49,1540
2494,1856,1,169,0.54,2636
1521,2961,5,140,0.47,1389
3583,2185,9,139,0.09,3312
2580,2409,1,165,0.55,2678
3522,2857,3,158,0.03,3531
3856,2648,4,194,0.01,3852
2710,3568,3,83,0.97,2706
516,1130,3,91,0.18,396
1390,1884,9,170,0.31,1089
1655,3551,3,155,0.14,1526
725,654,9,189,0.0,389
637,3262,2,59,0.63,600
697,2188,2,144,0.64,661
1787,1489,4,136,0.79,1860
2974,1180,4,58,0.28,2888
680,2739,6,100,0.52,536
737,526,6,70,0.29,578
3388,2645,5,100,0.19,3284
1931,3243,8,151,0.39,1687
1362,3001,7,179,0.02,1019
2349,1530,10,74,0.33,2087
726,1740,4,123,0.37,600
2497,2184,9,93,0.43,2320
3657,2489,9,107,0.59,3579
1596,1922,6,165,0.46,1456
819,1607,5,137,0.34,655
3901,1518,4,116,0.44,3905
1331,3283,4,91,0.08,1147
3115,2719,9,155,0.67,3107
2463,2909,4,81,0.98,2465
2085,737,2,182,0.75,2242
1717,3607,7,77,0.18,1430
1821,3400,5,80,0.16,1611
3282,3968,7,87,0.9,3249
2962,1034,10,99,0.46,2791
1188,2858,1,148,0.13,1145
572,3598,8,104,0.08,204
1932,2240,1,126,0.06,1903
2281,3749,1,115,0.87,2275
2186,3713,1,77,0.06,2139
2801,3107,6,61,0.89,2777
2354,1204,10,73,0.96,2407
3273,1866,7,194,0.46,3278
1218,3841,1,86,0.7,1203
1286,1003,10,95,0.22,975
1998,604,10,54,0.06,1582
1549,3233,10,142,0.26,1179
1755,573,7,94,0.04,1513
2412,1284,1,66,0.24,2440
3432,2873,4,64,0.62,3418
637,747,9,147,0.79,593
3848,3359,3,165,0.66,3953
1842,1209,7,168,0.16,1712
790,1183,10,199,0.21,414
1664,2257,5,144,0.83,1626
3354,2876,6,156,0.84,3453
3250,2620,3,199,0.28,3336
2482,2561,10,185,0.04,2074
1761,1556,9,173,0.86,1830
2991,3885,3,62,0.0,2841
1167,1570,8,160,0.89,1137
3932,3980,1,91,0.35,3939
3253,2694,4,148,0.78,3351
3815,3593,1,159,0.2,3899
2458,3396,3,65,0.78,2425
1931,2134,9,89,0.09,1543
3712,1794,7,165,0.88,3835
1271,939,1,60,0.29,1288
1699,1444,6,124,0.16,1548
2863,2123,1,95,0.88,2951
3800,1002,9,78,0.74,3761
3587,1535,1,165,0.21,3712
3215,1678,5,192,0.67,3324
2708,674,5,160,0.61,2770
1677,3841,7,114,0.06,1348
2690,1740,8,123,0.67,2680
3887,673,8,84,0.61,3815
2165,3973,4,92,0.41,2047
1800,1610,7,180,0.61,1798
1217,2079,5,164,0.26,1033
2213,2165,3,177,0.07,2174
1452,1654,7,155,0.74,1398
3995,3068,9,51,0.09,3636
2538,735,5,59,0.68,2517
3047,2430,6,51,0.41,2920
3382,3036,2,143,0.03,3411
1744,1581,10,147,0.86,1780
520,858,4,141,0.39,416
541,2054,7,69,0.13,237
3106,3642,2,102,0.6,3070
2255,3532,2,80,0.91,2246
643,1190,4,75,0.7,586
542,2378,4,67,0.64,470
3700,3877,7,174,0.57,3596
1594,1741,6,171,0.98,1639
1278,1691,9,163,0.74,1175
1280,3198,6,128,0.01,983
2630,2558,1,155,0.56,2701
1372,697,2,143,0.25,1437
2650,3744,7,161,0.54,2489
3442,2248,9,149,0.63,3424
1423,3399,5,185,0.56,1313
3040,2169,7,60,0.16,2806
3189,1153,8,101,0.72,3178
1666,930,9,85,0.33,1448
930,1927,2,130,0.91,921
829,2678,6,115,0.38,643
2329,3521,6,103,0.26,2107
2009,3722,7,110,0.51,1838
3597,760,2,86,0.7,3653
2455,1232,5,102,0.77,2499
3043,1094,7,179,0.65,3099
2434,1110,2,80,0.26,2440
1136,3706,2,196,0.85,1121
3065,3963,5,66,0.8,3015
3541,2011,9,51,0.91,3551
2560,2017,3,157,0.31,2607
2674,1570,10,78,0.0,2252
3867,3026,5,192,0.09,3830
2051,848,3,136,0.04,2043
2021,3058,9,131,0.69,1882
3436,3450,8,165,0.91,3479
1732,3768,9,152,0.12,1336
1168,1117,9,124,0.61,1064
1427,1886,7,192,0.05,1107
2186,2713,3,186,1.0,2195
669,1164,3,88,0.17,549
3086,1175,8,176,0.07,2890
1092,2070,6,148,0.45,928
2022,2820,5,198,0.98,2019
3592,2064,5,200,0.54,3677
3363,3958,9,166,0.17,2995
1940,2119,10,75,0.1,1510
2746,1651,3,142,0.51,2814
781,2622,6,117,0.36,589
3280,3027,7,135,0.21,3113
2078,3474,7,61,0.18,1791
2992,2440,10,121,0.69,2953
2389,1926,5,126,0.75,2444
1271,2696,8,84,0.9,1231
3750,2494,4,124,0.62,3798
3383,2176,4,176,0.46,3451
3771,910,6,126,0.38,3711
1989,2140,8,118,0.43,1796
1567,867,8,178,0.65,1602
3384,2817,2,107,0.1,3397
2958,2136,3,125,0.72,3040
3795,3092,3,75,0.65,3816
3088,2565,5,130,0.62,3117
1121,2998,3,104,0.64,1067
723,2274,4,56,0.96,715
2315,1174,1,195,0.27,2473
831,3416,3,140,0.01,683
2547,3645,1,95,0.94,2544
1976,1839,8,114,0.61,1898
903,2857,7,182,0.09,585
2184,3983,4,112,0.73,2130
2968,2842,6,50,0.6,2882
3165,2575,6,52,0.48,3059
3200,3475,1,53,0.98,3208
3289,2207,8,104,0.72,3281
3368,3158,6,77,0.41,3250
2729,1243,4,78,0.27,2661
2113,1816,9,172,0.2,1899
2725,3332,6,97,0.74,2650
3375,3905,4,176,0.73,3329
3951,1849,9,182,0.16,3755
3146,2939,6,61,0.9,3163
3980,1345,7,96,0.71,3974
791,1791,3,99,0.75,754
2277,2391,5,84,0.79,2253
2536,1799,10,173,0.05,2232
3239,3139,6,189,0.83,3309
2161,1741,6,122,0.65,2168
3364,2003,10,136,0.83,3415
2766,3634,2,178,0.09,2676
2784,1892,10,155,0.16,2518
2615,1854,10,107,0.5,2471
3071,1837,2,78,0.16,3065
2806,2122,9,124,0.89,2878
1334,2433,10,103,0.85,1259
2366,3704,7,150,0.64,2240
2770,2247,7,163,0.72,2827
955,893,7,78,0.82,938
2347,1564,4,128,0.42,2358
907,1404,2,122,0.31,845
2807,3708,5,64,0.49,2680
2450,2862,4,136,0.6,2382
1852,1499,2,148,0.96,1979
3678,714,5,103,0.22,3586
2009,3596,10,99,0.91,1964
2188,1591,3,156,0.36,2243
2513,1173,6,120,0.23,2402
2821,3428,10,127,0.6,2625
1235,2993,4,75,0.61,1157
1740,1961,4,130,0.1,1588
2674,1471,9,118,0.37,2508
2047,3449,7,67,0.49,1869
1715,3178,1,77,0.8,1705
3026,3368,1,136,0.53,3019
1400,3433,1,141,0.64,1382
3737,1326,1,67,0.09,3758
3651,3922,6,53,0.56,3528
3000,1032,9,188,0.62,3017
2063,3302,6,101,0.73,1982
1109,1784,5,74,0.96,1100
1732,2255,10,119,0.58,1528
2997,925,2,178,0.87,3162
2581,3710,5,105,0.52,2461
943,1878,4,100,0.5,843
2961,3675,5,149,0.25,2776
2098,1122,8,67,0.52,1973
975,2203,7,184,0.72,877
787,1131,7,125,0.0,452
1034,546,10,145,0.42,881
3895,3779,8,108,0.42,3734
3394,3658,10,176,0.62,3236
753,3308,5,83,0.35,591
3280,2852,6,152,0.43,3249
2655,928,10,169,0.7,2674
2022,1755,6,85,0.87,2053
710,1376,6,76,0.68,616
723,3044,4,150,0.84,691
1904,1250,4,116,0.26,1869
1597,2149,4,82,0.98,1596
3611,1109,3,119,0.71,3686
1091,2822,4,100,0.46,983
1115,697,8,139,0.97,1231
2151,1643,7,61,0.47,2023
1782,1687,5,188,0.74,1836
3034,3691,4,134,0.45,2927
3126,3661,9,199,0.72,3009
3410,1615,4,151,0.57,3475
1682,1827,8,189,0.56,1563
2182,2045,3,120,0.94,2256
1586,2353,3,72,0.21,1468
540,3953,2,175,0.33,473
933,3422,3,133,0.97,929
1513,3495,6,188,0.39,1330
2611,2952,4,170,0.13,2458
2616,3300,9,71,0.31,2307
1773,2262,4,105,0.21,1621
3025,2630,5,115,0.25,2942
810,2170,1,183,0.28,774
2331,610,10,111,0.22,2052
2385,1749,10,119,0.19,2096
3704,3377,7,155,0.58,3692
1857,2845,8,168,0.12,1506
1971,1724,5,124,0.72,2001
1194,900,1,86,0.07,1220
2891,1352,7,76,0.49,2788
2600,3280,3,115,0.36,2506
2670,3548,8,154,0.47,2459
2890,3285,9,196,0.08,2494
2938,1808,2,167,0.82,3087
2537,1066,10,186,0.31,2378
3410,3210,3,106,0.68,3443
503,519,8,133,0.26,270
2166,2495,2,109,0.62,2142
2510,1955,6,99,0.39,2422
2805,2959,10,143,0.83,2762
2722,3407,1,159,0.9,2720
1527,3855,6,198,0.02,1233
1060,2558,9,135,0.88,1006
1609,1889,10,152,0.66,1464
1641,2129,10,93,0.57,1431
1044,3611,3,186,0.75,1007
2466,2445,8,94,0.8,2436
2574,3913,5,104,0.01,2327
821,2559,7,186,0.4,611
2771,2677,9,83,0.09,2414
937,1129,3,130,0.2,849
1804,1552,4,64,0.57,1770
568,548,2,193,0.4,610
922,3894,8,174,0.72,810
1985,667,5,83,0.67,1985
2259,2562,9,194,0.11,1887
3114,3664,9,121,0.48,2885
1793,877,6,77,0.69,1777
2323,2755,6,62,0.96,2316
1830,1913,1,123,0.34,1844
3573,576,10,57,0.74,3500
3951,3120,10,98,0.98,4038
2497,3935,2,98,0.7,2467
1429,2966,1,135,0.92,1425
1067,3972,6,128,0.16,815
3425,2530,3,142,0.21,3448
560,2387,6,186,0.96,548
2324,927,1,153,0.79,2466
2742,3974,7,98,0.48,2560
900,3416,1,80,0.63,882
1926,668,4,99,0.16,1857
2138,970,10,121,0.51,2014
2059,1174,4,61,0.13,1946
1287,2228,10,96,0.23,902
1349,1870,4,123,0.02,1159
3148,3301,3,193,0.57,3140
2428,904,7,92,0.45,2327
1781,3787,8,194,0.41,1545
2367,1055,8,114,0.2,2161
2841,3632,5,50,0.55,2729
2192,969,2,152,0.98,2342
3426,1722,7,124,0.71,3448
2620,2921,5,57,0.52,2509
3085,3032,4,167,0.54,3089
1339,2649,7,109,0.52,1171
1178,2157,10,160,0.4,879
1059,864,6,54,0.26,878
757,2117,8,145,0.66,621
3959,2519,7,93,0.77,3971
820,3739,7,58,0.3,575
1202,3735,8,187,0.65,1062
1872,863,3,102,0.27,1864
1884,1873,1,148,0.56,1938
744,996,4,76,0.79,716
3110,3254,1,138,0.35,3119
789,3911,10,166,0.66,619
1298,2121,3,174,0.04,1156
809,1018,7,131,0.29,591
1765,1194,6,155,0.43,1743
2752,2597,1,182,0.5,2856
896,3520,7,131,0.88,854
839,3373,9,107,0.8,749
2152,3054,5,114,0.44,2013
1396,2208,6,100,0.28,1181
2814,1463,2,188,0.91,2993
3126,675,3,74,0.2,3080
3560,2711,10,83,0.94,3612
587,2890,3,175,0.48,509
2555,3279,9,68,0.98,2547
1992,918,5,150,0.32,1972
1800,1241,9,82,0.59,1694
3189,3132,8,135,0.97,3255
1500,2947,3,147,0.17,1376
622,541,6,187,0.22,503
3567,3413,9,118,0.98,3642
2176,832,3,70,0.13,2115
2763,1033,6,120,0.79,2820
2322,2597,5,161,0.65,2262
1452,1367,8,117,0.49,1321
1125,1523,8,101,0.42,902
1253,1139,6,148,0.54,1212
3475,3985,10,156,0.88,3423
3078,2528,8,144,0.34,2952
1841,1679,2,58,0.11,1794
2177,2530,8,108,0.69,2066
1755,1545,4,50,0.76,1746
1952,1541,7,179,0.06,1787
1301,1379,8,151,0.69,1236
2481,3381,8,146,0.03,2094
3684,849,10,58,0.38,3432
3596,2573,7,76,0.5,3497
1499,511,4,170,0.63,1594
2676,1699,3,149,0.66,2773
2186,2923,8,93,0.78,2099
1261,828,6,87,0.99,1338
3289,3613,9,160,0.05,2883
2913,3122,8,135,0.47,2732
611,980,2,54,0.01,518
3105,2720,10,65,0.65,2989
2166,714,5,58,0.43,2081
1998,788,3,166,0.34,2065
3509,2024,1,114,0.75,3610
829,2120,7,162,0.18,542
3372,2291,9,73,0.72,3319
2925,1100,3,133,0.47,2978
2461,1034,8,151,0.01,2216
1013,832,6,178,0.69,1052
1537,3960,2,141,0.71,1508
2937,3835,5,109,0.62,2843
3328,2147,1,157,0.88,3479
2140,3305,2,98,0.57,2097
1989,2020,7,131,0.54,1888
913,598,8,135,0.33,761
635,683,8,66,0.86,607
2703,1731,4,173,0.12,2699
2173,1794,10,123,0.01,1789
3930,2578,9,66,0.49,3766
2530,3040,9,50,0.65,2375
2087,525,3,151,0.06,2097
2424,3392,1,66,0.67,2408
3124,2488,7,75,0.58,3050
1653,984,4,89,0.37,1614
3532,732,3,139,0.18,3548
784,622,7,162,0.64,774
1884,591,6,97,0.57,1852
3401,2778,3,57,0.22,3339
